x1,y1,z1,x2,y2,z2,status
3.5,1.5,1.0,0.0,8.0,-10.0,NotYet
3.5,1.5,1.0,0.0,8.0,-9.5,NotYet
3.5,1.5,1.0,0.0,8.0,-9.0,NotYet
3.5,1.5,1.0,0.0,8.0,-8.5,NotYet
3.5,1.5,1.0,0.0,8.0,8.5,NotYet
3.5,1.5,1.0,0.0,8.0,9.0,NotYet
3.5,1.5,1.0,0.0,8.0,9.5,NotYet
3.5,1.5,1.0,0.0,8.0,10.0,NotYet
